id,col_01,col_02,col_03,col_04,col_05,col_06,col_07,col_08,col_09,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49
520,37072,467.3568,A,text_8789,2020-04-05 00:00:00,115194,31.1616,C,text_1361,2021-05-05 00:00:00,725137,505.363,C,text_4193,2020-08-14 00:00:00,658598,562.0316,C,text_2200,2020-08-21 00:00:00,671236,599.8731,A,text_9549,2021-07-10 00:00:00,898390,690.5898,B,text_7864,2020-07-03 00:00:00,747164,287.8134,B,text_1798,2021-10-23 00:00:00,381997,598.5988,B,text_9491,2020-08-27 00:00:00,379131,188.0391,A,text_6009,2022-08-06 00:00:00,47920,374.074,D,text_8786
521,954451,400.4394,D,text_757,2020-02-10 00:00:00,977473,178.2936,A,text_4427,2022-01-06 00:00:00,806143,712.0409,D,text_4072,2020-09-28 00:00:00,401719,706.3358,C,text_1676,2022-02-14 00:00:00,930767,116.5829,D,text_1561,2021-09-30 00:00:00,46024,662.404,B,text_358,2020-05-01 00:00:00,801464,308.376,C,text_9390,2021-02-21 00:00:00,765095,217.7036,A,text_5630,2021-02-23 00:00:00,279204,256.1867,C,text_3566,2022-01-03 00:00:00,359096,273.9845,B,text_2751
522,812615,972.7385,B,text_2819,2021-02-12 00:00:00,23146,186.925,B,text_418,2022-04-24 00:00:00,232716,325.4934,A,text_499,2020-12-14 00:00:00,24357,61.9492,D,text_8961,2020-10-22 00:00:00,720311,289.5017,C,text_4675,2022-10-01 00:00:00,198001,834.7507,B,text_51,2022-10-13 00:00:00,141319,411.18,D,text_6721,2020-11-20 00:00:00,996296,546.681,B,text_8446,2022-09-23 00:00:00,502553,172.8996,C,text_3726,2021-05-29 00:00:00,320099,73.5008,A,text_6329
523,510512,834.1424,C,text_155,2021-08-17 00:00:00,638728,847.0741,D,text_9381,2022-08-27 00:00:00,177648,246.4338,A,text_5555,2021-08-01 00:00:00,847740,619.0989,C,text_5785,2020-05-25 00:00:00,242161,879.855,A,text_6923,2022-10-09 00:00:00,740418,211.4425,D,text_2299,2020-08-29 00:00:00,45749,878.13,D,text_3421,2022-01-28 00:00:00,697806,983.5846,C,text_7055,2021-11-23 00:00:00,409692,238.0027,B,text_4746,2022-07-27 00:00:00,823656,355.401,D,text_632
524,70289,386.9483,C,text_5573,2020-05-21 00:00:00,180404,408.4389,D,text_9477,2022-04-17 00:00:00,772975,416.3176,B,text_3549,2020-06-28 00:00:00,948666,382.6649,C,text_8176,2021-01-06 00:00:00,174635,995.6227,D,text_5528,2021-04-14 00:00:00,920295,239.6846,C,text_1936,2021-10-30 00:00:00,931690,526.7137,B,text_3259,2021-03-21 00:00:00,288346,774.2835,B,text_6049,2021-05-29 00:00:00,419864,533.2083,A,text_9339,2020-11-07 00:00:00,284085,58.2248,B,text_3645
525,609488,189.5291,C,text_3082,2020-12-02 00:00:00,367126,737.9716,D,text_1831,2021-04-01 00:00:00,434626,90.9356,D,text_9730,2020-04-30 00:00:00,462046,56.0331,A,text_8171,2020-06-09 00:00:00,901560,540.0034,D,text_4588,2022-11-16 00:00:00,751851,171.6078,D,text_6831,2021-05-14 00:00:00,688115,883.6152,B,text_2932,2022-02-04 00:00:00,177311,979.3239,D,text_4807,2020-12-28 00:00:00,46279,506.1719,D,text_6891,2021-03-21 00:00:00,367662,90.5703,B,text_780
526,117059,871.8674,A,text_3894,2021-08-15 00:00:00,650728,287.5257,A,text_2207,2021-11-28 00:00:00,632786,499.4933,B,text_8443,2022-02-05 00:00:00,503310,442.8826,D,text_6764,2022-12-20 00:00:00,348999,548.9352,A,text_7115,2021-02-09 00:00:00,96932,203.3538,A,text_310,2020-01-31 00:00:00,495679,837.2319,C,text_1436,2021-05-29 00:00:00,802796,307.0048,B,text_6694,2021-10-11 00:00:00,113091,600.6676,B,text_3870,2021-07-31 00:00:00,226535,489.4405,A,text_8680
527,667652,863.905,B,text_4974,2020-10-08 00:00:00,196864,533.8774,C,text_5781,2022-09-18 00:00:00,753863,138.4648,C,text_7648,2021-11-20 00:00:00,912223,866.3994,D,text_4481,2022-05-26 00:00:00,555183,289.9137,A,text_2582,2021-01-03 00:00:00,444260,118.0475,A,text_3240,2020-01-14 00:00:00,384912,100.5787,B,text_8631,2020-05-28 00:00:00,357468,230.9964,D,text_476,2022-10-14 00:00:00,405074,672.4285,C,text_899,2022-10-10 00:00:00,468162,536.2362,D,text_2473
528,258458,102.7811,C,text_1987,2022-06-12 00:00:00,187073,997.5167,A,text_17,2022-06-13 00:00:00,379931,971.3104,A,text_570,2021-03-04 00:00:00,610183,384.7581,D,text_3772,2021-11-24 00:00:00,681761,445.1057,D,text_2444,2021-03-25 00:00:00,499553,608.3926,C,text_147,2020-09-17 00:00:00,176301,185.0915,D,text_5295,2020-10-25 00:00:00,34133,452.4052,C,text_3763,2022-07-14 00:00:00,910358,237.337,C,text_7991,2021-03-17 00:00:00,951613,256.9092,A,text_5950
529,848956,146.6627,A,text_4592,2020-12-29 00:00:00,602292,759.8031,C,text_1338,2020-11-28 00:00:00,781940,352.7772,C,text_9395,2020-06-27 00:00:00,974382,281.6679,D,text_4728,2022-02-27 00:00:00,277357,632.1562,D,text_7701,2020-01-25 00:00:00,132307,211.4043,D,text_4458,2022-08-21 00:00:00,598882,867.3049,A,text_4171,2021-05-19 00:00:00,180718,35.8814,C,text_9038,2022-07-24 00:00:00,223933,501.4715,C,text_5174,2021-06-24 00:00:00,217226,784.3162,A,text_2454
530,636760,409.0204,C,text_4086,2020-01-18 00:00:00,202606,776.5535,C,text_6273,2022-08-06 00:00:00,911212,297.6539,A,text_3767,2020-06-16 00:00:00,658439,653.0923,D,text_6432,2021-01-11 00:00:00,164659,100.0017,A,text_2725,2021-06-04 00:00:00,634042,97.8149,A,text_5971,2020-01-04 00:00:00,118278,665.9306,D,text_8673,2022-12-21 00:00:00,479948,233.4521,D,text_61,2020-01-11 00:00:00,813041,972.172,C,text_4556,2021-10-28 00:00:00,764713,698.8413,C,text_7505
531,731570,337.9129,A,text_3569,2020-04-08 00:00:00,427223,157.1725,B,text_381,2020-12-23 00:00:00,290184,652.5835,C,text_8734,2020-11-07 00:00:00,209984,50.3429,A,text_1653,2021-09-13 00:00:00,122312,690.7615,D,text_2353,2020-07-13 00:00:00,871869,116.4135,C,text_4189,2022-03-07 00:00:00,721108,868.8539,A,text_6182,2022-08-18 00:00:00,29720,610.3926,D,text_5498,2020-07-29 00:00:00,698951,956.9548,C,text_3912,2021-06-14 00:00:00,716432,370.7539,C,text_3654
532,415195,226.1351,C,text_2199,2020-02-13 00:00:00,258316,890.3627,B,text_760,2020-01-10 00:00:00,633549,552.7715,D,text_6098,2022-12-19 00:00:00,957612,950.5305,C,text_4106,2020-06-09 00:00:00,375640,878.9112,A,text_582,2021-10-04 00:00:00,383225,767.2886,C,text_7326,2021-07-06 00:00:00,843335,429.2705,D,text_289,2020-03-30 00:00:00,876182,657.3658,B,text_4043,2021-06-10 00:00:00,687782,530.1025,B,text_4975,2020-09-08 00:00:00,789223,891.7921,B,text_3653
533,700649,805.9734,D,text_5096,2020-05-15 00:00:00,816926,530.4639,A,text_7223,2020-03-02 00:00:00,461591,23.9053,B,text_2724,2021-03-03 00:00:00,333559,359.381,C,text_3375,2021-01-21 00:00:00,688969,928.2267,C,text_6061,2021-03-31 00:00:00,214164,61.2103,D,text_3372,2020-08-18 00:00:00,45362,196.401,C,text_4503,2021-04-12 00:00:00,712839,650.0287,B,text_2921,2021-03-01 00:00:00,164557,590.9145,B,text_1539,2022-01-18 00:00:00,741794,659.1626,B,text_7766
534,219584,752.1297,B,text_5799,2020-07-13 00:00:00,721080,957.0573,C,text_5978,2021-01-12 00:00:00,225313,632.6435,D,text_8079,2020-10-03 00:00:00,471270,217.1791,B,text_6446,2022-11-01 00:00:00,670491,826.1216,A,text_9282,2020-08-02 00:00:00,668666,858.4555,D,text_863,2022-01-07 00:00:00,823231,276.9114,A,text_2030,2022-12-23 00:00:00,283782,378.6395,C,text_806,2022-09-04 00:00:00,122769,655.3536,C,text_9393,2022-02-12 00:00:00,510318,255.3545,B,text_2944
535,941079,581.4991,D,text_9013,2021-06-25 00:00:00,147803,454.9261,C,text_7923,2020-05-11 00:00:00,697834,195.2495,A,text_2313,2020-06-28 00:00:00,143280,153.2201,D,text_4784,2021-01-07 00:00:00,578524,109.5238,D,text_6397,2020-03-27 00:00:00,772958,16.6429,B,text_3613,2022-10-07 00:00:00,277408,854.1031,B,text_1828,2021-03-04 00:00:00,41412,401.0001,C,text_7801,2020-01-07 00:00:00,538439,856.8522,B,text_1710,2022-09-17 00:00:00,34186,51.3809,A,text_9077
536,934008,331.5911,D,text_6541,2022-07-10 00:00:00,498719,633.1799,A,text_7927,2020-10-09 00:00:00,545236,783.4423,B,text_9860,2020-03-29 00:00:00,461219,441.9611,C,text_3181,2020-04-14 00:00:00,171980,314.1062,B,text_9208,2021-09-07 00:00:00,33824,359.2442,B,text_2462,2020-02-02 00:00:00,818749,747.4631,D,text_5457,2022-02-15 00:00:00,102145,576.158,D,text_6922,2021-01-03 00:00:00,863148,533.3725,A,text_2533,2021-01-18 00:00:00,634765,117.3568,C,text_9021
537,674741,515.2541,C,text_185,2022-01-16 00:00:00,4432,950.4338,B,text_2487,2020-06-17 00:00:00,656490,768.9644,D,text_3166,2021-05-02 00:00:00,530519,201.913,A,text_6640,2021-12-09 00:00:00,297391,660.3804,D,text_262,2022-09-22 00:00:00,951918,530.467,C,text_2039,2020-08-10 00:00:00,928006,637.4545,C,text_9722,2020-06-10 00:00:00,779049,725.4809,B,text_5679,2020-03-20 00:00:00,429042,816.5756,A,text_6972,2022-06-09 00:00:00,685186,186.0014,B,text_8605
538,667955,279.3106,C,text_2300,2021-11-16 00:00:00,460895,273.967,B,text_5790,2021-07-19 00:00:00,390189,631.4315,D,text_8759,2022-10-15 00:00:00,299892,157.148,C,text_2844,2020-08-16 00:00:00,519796,151.2037,D,text_527,2021-11-13 00:00:00,78103,515.255,C,text_2781,2020-08-10 00:00:00,931507,405.8795,C,text_3399,2020-11-19 00:00:00,392014,275.6447,A,text_6506,2021-05-09 00:00:00,281337,270.3275,C,text_899,2021-08-31 00:00:00,180001,629.0253,A,text_7181
539,938365,791.9112,B,text_304,2022-11-16 00:00:00,696617,960.0926,B,text_8680,2020-07-09 00:00:00,840581,594.7059,A,text_9990,2021-01-25 00:00:00,312951,906.0369,A,text_9137,2021-09-11 00:00:00,952459,834.4824,A,text_8419,2021-06-03 00:00:00,280341,82.1137,A,text_7933,2021-10-24 00:00:00,35699,718.7467,A,text_6892,2020-08-03 00:00:00,768527,737.6961,A,text_9995,2022-07-16 00:00:00,702036,72.4832,B,text_4208,2021-04-10 00:00:00,238012,906.8625,A,text_6961
540,16540,141.889,A,text_6186,2021-11-20 00:00:00,229606,820.667,C,text_197,2021-03-07 00:00:00,425361,15.1466,D,text_2416,2021-10-30 00:00:00,954929,830.2682,B,text_9581,2020-01-15 00:00:00,890597,41.8879,A,text_9342,2021-12-21 00:00:00,298267,708.6021,C,text_5599,2021-07-09 00:00:00,750165,640.2043,D,text_7707,2021-05-19 00:00:00,938966,530.4772,D,text_2113,2020-08-14 00:00:00,35145,639.583,B,text_9699,2022-05-01 00:00:00,200186,2.6333,D,text_944
541,808359,161.2504,C,text_5248,2022-10-09 00:00:00,932887,213.8274,A,text_7854,2020-05-09 00:00:00,876341,877.5899,C,text_5351,2020-02-02 00:00:00,365784,14.2002,C,text_9055,2021-02-05 00:00:00,609553,39.3017,A,text_9948,2020-03-23 00:00:00,456887,745.5151,C,text_3549,2020-09-21 00:00:00,961349,51.07,C,text_9244,2020-09-02 00:00:00,215533,350.5494,C,text_5929,2022-08-23 00:00:00,543731,578.9594,C,text_7695,2022-02-01 00:00:00,763831,609.4975,B,text_628
542,444583,200.0626,B,text_8010,2021-03-13 00:00:00,748902,449.7647,C,text_560,2020-04-08 00:00:00,231008,618.9683,D,text_4814,2021-09-14 00:00:00,654033,78.3363,B,text_2185,2021-07-04 00:00:00,47264,390.8485,C,text_1027,2022-10-19 00:00:00,87550,749.7954,B,text_4728,2022-08-28 00:00:00,815200,598.5365,D,text_628,2021-10-16 00:00:00,984035,7.2032,A,text_3322,2022-02-03 00:00:00,726104,727.3652,C,text_5487,2021-02-21 00:00:00,211190,994.0255,D,text_8099
543,259306,361.8263,B,text_5949,2020-01-06 00:00:00,467936,606.7422,B,text_1865,2021-04-16 00:00:00,134013,124.4174,D,text_5007,2020-08-17 00:00:00,218369,385.7793,C,text_3288,2022-08-30 00:00:00,443523,683.2997,D,text_3402,2022-05-04 00:00:00,180158,151.4964,C,text_6283,2020-01-04 00:00:00,696226,598.7588,A,text_1671,2020-09-28 00:00:00,334813,904.9042,D,text_7733,2022-11-14 00:00:00,513113,939.876,A,text_8032,2021-01-30 00:00:00,64701,194.9134,C,text_3460
544,422271,86.1999,D,text_3555,2020-08-02 00:00:00,666404,834.0489,A,text_4195,2022-02-07 00:00:00,946016,417.7459,B,text_9010,2021-01-28 00:00:00,366103,195.4692,C,text_3238,2021-08-15 00:00:00,618163,175.4439,B,text_7380,2021-12-15 00:00:00,292211,184.8438,D,text_1680,2021-04-21 00:00:00,447839,135.1072,C,text_8408,2022-07-05 00:00:00,841851,169.2593,B,text_9109,2021-11-25 00:00:00,302566,835.9246,C,text_8993,2021-03-10 00:00:00,975704,245.6696,C,text_3449
545,241413,99.7575,C,text_5254,2022-10-19 00:00:00,677758,601.732,D,text_3591,2020-11-18 00:00:00,411296,399.1042,B,text_7265,2022-02-13 00:00:00,557733,233.0621,A,text_2701,2020-02-19 00:00:00,228917,799.3127,A,text_4522,2021-12-23 00:00:00,579451,702.9142,B,text_8839,2022-05-06 00:00:00,796524,596.0175,D,text_9934,2021-02-10 00:00:00,661405,919.2403,C,text_9777,2020-10-18 00:00:00,775393,289.0275,D,text_5404,2022-04-23 00:00:00,780763,286.9152,A,text_2954
546,36954,152.9473,C,text_9281,2021-11-04 00:00:00,161467,950.7964,B,text_4721,2021-11-18 00:00:00,260732,890.5312,B,text_8738,2021-04-07 00:00:00,7450,572.2254,C,text_2425,2022-02-21 00:00:00,855150,775.9158,B,text_7210,2020-10-19 00:00:00,367711,351.5409,A,text_6249,2021-02-14 00:00:00,624348,631.963,B,text_5943,2020-11-28 00:00:00,703099,775.4753,D,text_4826,2020-03-05 00:00:00,814475,420.4849,B,text_138,2021-01-29 00:00:00,154939,128.0515,A,text_9850
547,434028,95.5594,A,text_442,2021-08-05 00:00:00,832393,267.5394,C,text_4749,2020-07-28 00:00:00,651758,275.0245,D,text_9984,2020-08-15 00:00:00,342456,600.7589,B,text_4034,2021-01-31 00:00:00,755046,137.7921,B,text_3940,2021-05-27 00:00:00,267681,148.2774,A,text_7863,2022-09-02 00:00:00,639694,801.1857,A,text_1652,2022-05-20 00:00:00,958301,185.4805,B,text_5705,2022-09-21 00:00:00,937375,855.5229,B,text_7229,2020-06-29 00:00:00,655534,253.3162,C,text_6617
548,926787,538.9153,B,text_5764,2020-10-31 00:00:00,520367,589.9529,D,text_7591,2021-06-27 00:00:00,21924,619.6202,B,text_1067,2022-02-12 00:00:00,204204,53.8613,D,text_4463,2021-12-22 00:00:00,254389,524.4377,D,text_3761,2021-02-17 00:00:00,950877,840.6505,B,text_4235,2020-02-28 00:00:00,375630,555.6666,A,text_2073,2021-01-04 00:00:00,134727,40.4532,C,text_942,2021-07-27 00:00:00,515532,254.3873,D,text_5566,2021-06-19 00:00:00,643234,577.7856,D,text_889
549,933130,314.3017,C,text_3875,2020-11-01 00:00:00,622815,136.7249,A,text_6744,2021-07-22 00:00:00,623461,301.0038,C,text_2122,2022-12-11 00:00:00,86593,504.139,B,text_2706,2020-07-19 00:00:00,889535,893.2987,A,text_1811,2021-07-07 00:00:00,125181,874.7296,A,text_6306,2020-06-13 00:00:00,312093,652.0065,C,text_3132,2022-11-17 00:00:00,651814,127.3015,B,text_8817,2021-11-14 00:00:00,261575,572.9699,D,text_7095,2020-11-25 00:00:00,58831,70.4739,B,text_3801
550,726706,97.4883,D,text_43,2020-11-27 00:00:00,947121,51.9759,B,text_29,2020-01-19 00:00:00,652121,706.1021,C,text_5409,2022-11-01 00:00:00,986308,412.7617,D,text_2855,2021-05-29 00:00:00,196023,442.0265,C,text_5762,2022-09-11 00:00:00,981857,5.4315,A,text_4085,2021-09-21 00:00:00,7743,724.7465,D,text_7692,2020-06-24 00:00:00,685830,557.2728,D,text_8296,2020-12-04 00:00:00,781141,897.7598,A,text_4958,2020-10-20 00:00:00,971552,762.6689,D,text_1445
551,193139,880.5614,C,text_5045,2021-11-15 00:00:00,41305,24.3973,C,text_3296,2020-12-21 00:00:00,128406,326.7964,C,text_5758,2020-11-02 00:00:00,71781,330.6418,B,text_2885,2020-01-16 00:00:00,799205,304.4703,B,text_3320,2021-08-24 00:00:00,663933,299.6144,A,text_2406,2020-02-24 00:00:00,641248,114.1011,C,text_8678,2022-09-27 00:00:00,923578,94.8951,B,text_3255,2022-10-18 00:00:00,297266,313.3175,C,text_1331,2020-12-07 00:00:00,863359,880.7111,D,text_1965
552,486371,440.4287,A,text_255,2022-06-19 00:00:00,880689,347.1309,D,text_9021,2021-12-18 00:00:00,367004,235.2673,B,text_9149,2020-09-22 00:00:00,438580,549.7641,C,text_5988,2020-01-27 00:00:00,790475,424.2062,B,text_3823,2022-01-02 00:00:00,844015,523.4542,C,text_1536,2022-06-07 00:00:00,911559,441.9482,C,text_3290,2021-05-29 00:00:00,35600,367.4494,B,text_959,2020-07-04 00:00:00,779521,136.5428,A,text_6353,2022-11-19 00:00:00,194972,480.1846,B,text_9893
553,659676,169.5335,D,text_6890,2020-02-02 00:00:00,736100,357.052,D,text_7879,2020-03-27 00:00:00,718193,458.8528,C,text_4941,2021-12-13 00:00:00,175786,657.9133,C,text_9835,2020-09-07 00:00:00,905697,443.2667,D,text_4039,2022-04-19 00:00:00,465700,272.9168,B,text_4066,2021-08-21 00:00:00,254114,570.8375,B,text_3117,2020-11-21 00:00:00,143063,580.2832,B,text_2689,2022-08-27 00:00:00,646133,449.7272,D,text_4057,2022-12-26 00:00:00,601117,503.812,A,text_3278
554,662215,956.9985,B,text_2305,2021-08-21 00:00:00,570701,736.4072,A,text_970,2020-04-17 00:00:00,636452,439.94,D,text_4870,2021-11-04 00:00:00,119959,482.7815,C,text_2026,2021-04-20 00:00:00,187407,788.496,C,text_2652,2021-10-16 00:00:00,289921,462.8675,C,text_7258,2022-07-28 00:00:00,330269,823.772,D,text_1015,2021-07-09 00:00:00,378477,425.4139,C,text_9657,2021-05-22 00:00:00,204847,834.7853,D,text_1388,2021-12-23 00:00:00,427004,530.5196,A,text_9600
555,183029,49.8525,B,text_8041,2021-05-29 00:00:00,14276,84.0933,D,text_5842,2022-12-20 00:00:00,488053,638.1528,C,text_5747,2021-10-17 00:00:00,42786,315.8995,D,text_7460,2021-06-17 00:00:00,833569,863.1088,D,text_3477,2022-02-09 00:00:00,22468,751.4295,C,text_5563,2022-02-13 00:00:00,974420,398.4132,C,text_179,2020-01-31 00:00:00,713604,483.8442,D,text_4006,2020-12-03 00:00:00,464735,101.2643,B,text_5842,2021-01-23 00:00:00,156465,81.0506,D,text_8181
556,178670,167.4801,C,text_4054,2022-06-24 00:00:00,777263,686.0949,B,text_9724,2021-01-15 00:00:00,966125,652.963,D,text_897,2020-04-05 00:00:00,67398,988.1752,A,text_1666,2021-09-16 00:00:00,833559,386.958,A,text_3874,2021-12-17 00:00:00,319643,895.6973,D,text_4166,2021-07-05 00:00:00,986415,539.8708,C,text_8927,2020-06-03 00:00:00,26595,986.4832,B,text_2129,2021-07-03 00:00:00,868829,773.0628,C,text_1352,2020-01-13 00:00:00,351725,425.8381,A,text_8926
557,29272,21.5531,B,text_6183,2021-10-17 00:00:00,113102,205.4254,A,text_320,2020-11-02 00:00:00,865921,469.4243,B,text_7914,2022-10-10 00:00:00,651104,389.4981,C,text_5890,2020-06-13 00:00:00,124868,520.2964,B,text_4310,2022-11-14 00:00:00,505454,696.2526,C,text_5425,2020-03-10 00:00:00,769015,747.3003,B,text_9977,2020-05-20 00:00:00,399797,700.6043,A,text_898,2022-08-21 00:00:00,794674,101.6574,B,text_9920,2020-10-05 00:00:00,870787,692.2368,A,text_8401
558,586147,237.0392,D,text_579,2022-07-17 00:00:00,812931,954.953,D,text_7207,2020-11-29 00:00:00,226805,901.1362,D,text_3128,2021-07-14 00:00:00,91176,125.9874,B,text_1990,2020-02-14 00:00:00,209244,224.8124,D,text_9666,2022-06-27 00:00:00,972931,660.9059,C,text_8356,2021-01-07 00:00:00,49765,738.5966,C,text_5353,2022-02-13 00:00:00,76547,523.7924,D,text_4444,2022-12-24 00:00:00,196068,591.8762,D,text_6858,2022-02-05 00:00:00,109217,15.8436,B,text_3701
559,290900,74.0234,B,text_3147,2020-11-23 00:00:00,419373,318.7984,D,text_90,2022-09-09 00:00:00,754362,962.8227,B,text_1001,2022-06-01 00:00:00,189014,172.1301,A,text_5316,2022-03-29 00:00:00,237577,319.5304,D,text_167,2021-10-28 00:00:00,975413,983.9435,A,text_1964,2021-10-16 00:00:00,57875,858.0038,A,text_6222,2021-06-27 00:00:00,22494,601.1269,B,text_7533,2022-02-19 00:00:00,386842,338.5443,D,text_2683,2021-12-01 00:00:00,879041,411.3618,A,text_5617
560,802428,822.011,B,text_6966,2020-08-15 00:00:00,640710,703.987,B,text_811,2020-05-20 00:00:00,455122,525.5765,C,text_1547,2022-09-28 00:00:00,367456,842.7683,A,text_810,2021-03-13 00:00:00,734351,71.2372,C,text_4836,2022-06-12 00:00:00,225768,604.9106,B,text_6689,2022-03-17 00:00:00,458452,940.1159,D,text_4060,2022-07-16 00:00:00,980983,179.0855,D,text_8997,2021-06-21 00:00:00,854076,783.8299,C,text_1309,2021-05-14 00:00:00,315226,370.2398,A,text_1677
561,218775,602.1317,A,text_8419,2020-07-19 00:00:00,275838,735.5513,D,text_2598,2022-08-21 00:00:00,39470,825.1829,B,text_7540,2021-09-07 00:00:00,107393,9.2953,A,text_1031,2020-09-01 00:00:00,533992,213.2274,C,text_306,2021-01-01 00:00:00,152426,834.9491,D,text_495,2021-08-09 00:00:00,632158,886.065,A,text_5053,2022-05-13 00:00:00,879100,781.3551,A,text_6803,2021-06-19 00:00:00,881587,234.3817,A,text_7713,2021-04-07 00:00:00,780666,659.8885,C,text_5986
562,548810,738.3081,B,text_3963,2020-10-08 00:00:00,110417,215.2918,A,text_5805,2022-07-22 00:00:00,528460,561.8002,A,text_47,2020-07-01 00:00:00,422744,119.2792,D,text_4209,2020-02-15 00:00:00,626820,914.4421,C,text_2580,2022-09-01 00:00:00,322812,365.1973,A,text_4637,2021-07-22 00:00:00,32910,705.4078,C,text_1391,2021-01-14 00:00:00,382195,522.7896,C,text_9743,2021-03-10 00:00:00,507324,663.071,D,text_5044,2022-10-19 00:00:00,725340,190.249,D,text_3461
563,296119,320.7059,C,text_4065,2020-01-09 00:00:00,999472,237.5618,D,text_6505,2022-01-30 00:00:00,46821,904.2747,C,text_3064,2022-03-22 00:00:00,476245,349.8566,B,text_7583,2021-12-18 00:00:00,584308,356.1123,D,text_9184,2021-12-13 00:00:00,699334,583.138,D,text_1864,2020-11-09 00:00:00,786271,970.3147,D,text_7361,2021-07-05 00:00:00,670074,608.4238,C,text_5224,2021-10-10 00:00:00,592473,716.1605,B,text_5940,2020-03-22 00:00:00,317063,45.1823,C,text_4136
564,894327,295.7864,C,text_6524,2021-06-01 00:00:00,589185,591.6455,A,text_5053,2020-11-22 00:00:00,585319,442.2219,D,text_6232,2022-11-19 00:00:00,647429,778.506,B,text_9949,2022-07-05 00:00:00,23488,964.8208,B,text_9949,2021-11-24 00:00:00,687500,553.0304,B,text_900,2021-04-25 00:00:00,630448,9.6775,C,text_5657,2022-05-25 00:00:00,750853,70.3753,C,text_2323,2022-01-24 00:00:00,511559,615.9547,B,text_9754,2020-01-28 00:00:00,643384,3.7263,D,text_5842
565,176626,107.4468,A,text_8222,2021-01-20 00:00:00,525296,524.3372,B,text_7450,2022-06-08 00:00:00,402239,0.328,C,text_6816,2020-09-30 00:00:00,762297,215.3092,C,text_8907,2020-07-28 00:00:00,59775,168.5276,A,text_247,2021-07-25 00:00:00,812932,888.9528,B,text_1968,2020-04-17 00:00:00,795572,607.0584,C,text_1193,2022-04-11 00:00:00,390651,977.9312,D,text_6919,2022-07-06 00:00:00,507064,634.8233,B,text_1789,2022-08-02 00:00:00,527877,914.1126,B,text_9340
566,804967,681.2628,D,text_1183,2021-08-27 00:00:00,662283,828.7403,C,text_5307,2022-01-27 00:00:00,342971,722.0914,D,text_3140,2022-09-14 00:00:00,722252,563.563,A,text_3232,2021-05-09 00:00:00,421793,182.1398,D,text_761,2020-12-07 00:00:00,883095,555.3865,B,text_5445,2022-10-22 00:00:00,901233,491.3931,C,text_6063,2020-10-06 00:00:00,672138,425.1274,A,text_6549,2021-03-17 00:00:00,362323,958.8487,D,text_7958,2020-11-14 00:00:00,93352,604.163,A,text_7517
567,442915,312.9397,D,text_3004,2022-06-16 00:00:00,404517,444.4188,D,text_1663,2021-10-07 00:00:00,412603,276.3413,B,text_7356,2022-04-05 00:00:00,83783,910.5754,A,text_6065,2022-09-03 00:00:00,205977,571.7353,D,text_7906,2020-11-02 00:00:00,461035,554.4874,A,text_2461,2020-08-25 00:00:00,435268,955.5368,D,text_4059,2021-12-26 00:00:00,486179,924.8333,C,text_6985,2021-04-20 00:00:00,158150,524.5248,B,text_7498,2021-11-15 00:00:00,448028,844.5598,A,text_9121
568,19358,777.8882,B,text_7655,2022-09-08 00:00:00,43403,629.5328,D,text_5133,2020-02-03 00:00:00,617515,710.1019,C,text_5663,2020-08-26 00:00:00,863150,338.5507,B,text_5759,2021-12-07 00:00:00,658472,69.2927,C,text_5120,2020-12-18 00:00:00,197228,293.307,D,text_9126,2021-01-20 00:00:00,631651,315.2797,B,text_5511,2022-12-01 00:00:00,37461,267.4676,D,text_3061,2022-04-23 00:00:00,245219,470.1304,C,text_4938,2022-08-08 00:00:00,300606,607.5604,B,text_2075
569,233358,475.719,A,text_7535,2020-05-21 00:00:00,115275,296.1957,D,text_6679,2022-07-31 00:00:00,797593,80.6605,D,text_163,2021-02-09 00:00:00,321140,82.1618,B,text_4060,2022-10-03 00:00:00,387981,97.6416,C,text_5557,2021-03-05 00:00:00,55238,789.9826,D,text_5018,2022-12-06 00:00:00,304850,430.7332,D,text_9812,2022-08-22 00:00:00,368501,905.7794,C,text_2072,2021-09-14 00:00:00,98527,826.866,B,text_8494,2022-01-23 00:00:00,336008,600.3473,C,text_6834
570,275885,662.0414,D,text_4494,2022-04-29 00:00:00,915433,865.078,C,text_5245,2021-01-01 00:00:00,51696,497.4945,D,text_9127,2021-01-28 00:00:00,278526,488.5983,B,text_5531,2021-12-26 00:00:00,977678,912.6909,D,text_5883,2022-12-24 00:00:00,892269,647.7699,D,text_8768,2022-05-24 00:00:00,676529,454.8423,C,text_1260,2021-01-05 00:00:00,64167,879.4821,A,text_8737,2022-07-11 00:00:00,252725,481.4343,C,text_3134,2022-10-19 00:00:00,612995,143.731,A,text_5064
